0,1,2,3,4,5,6
-0.8498579741540379,-0.3316013592434041,-0.5226175648018169,-0.3396740371927355,-0.12258882803959574,0.01325684784393086,-0.8084466924608007
-0.8759734069864942,-0.3451203508944086,-0.42755831741641276,-0.33615595131671827,-0.09363998810427597,0.0904055483871154,-0.8123581791423283
-0.8876479701763096,-0.319718318966125,-0.3821186796329503,-0.33098530173581076,-0.04997688947278643,0.16274494503416856,-0.7999433986342654
-0.9335985219563593,-0.28417552852972244,-0.3665918286190241,-0.3515783900540604,-0.08392433195966403,0.06867612256145969,-0.755939350858386
-0.828128535857749,-0.26831929625634965,-0.6188936532342308,-0.3522287490353993,-0.205835149618068,-0.10655097928761224,-0.7470241156714806
-0.89058603461168,-0.3119610922063208,-0.47369524919385514,-0.35279747635291625,-0.1265306949708291,-0.011604288825400695,-0.7184608233175638
-0.2964057048534384,-0.17687780154040922,-0.6085280989114294,2.3540298972451663,-1.1528924948006538,-0.17806827715415863,-1.1982941317211477
-0.4689645698534511,-0.01959153586022292,-0.44296979961888466,-0.2265294950388877,-0.12119587120587332,0.6687206099152528,-1.1155222128174356
-0.49033015122612855,-0.18635998880105287,-0.5258815978124012,-0.22879969719670537,-0.13003659992481076,0.5326718649145962,-1.1324351142453888
-0.3194646409369999,-0.18590383937951482,-0.6763337206768979,-0.2006224365442957,-0.12776181183818708,0.4905833836681666,-0.8787686761225804
-1.0135512786307865,-0.33512396134849354,-0.2578366363343306,-0.39974222664698456,-0.07520098899980801,-0.0825217801995915,-0.5627463234384931
-0.1172301758130237,-0.047351846724744955,-1.009847626524605,-0.2129722078986652,-0.34838025809256246,0.15529715116948217,-0.6428562740809461
-0.877918722802266,-0.28105824527060913,-0.4258875231772101,-0.3454922480149553,-0.12815482466956485,0.0684552307393804,-0.7115994919973393
-0.3093833269012037,-0.14055172147365153,-0.613004488250672,-0.17484389406968043,-0.037010471373771524,0.6548957893166325,-0.6704755426059915
-0.24108399005049033,-0.006204480550194048,-1.0508163733035578,-0.25339922122332403,-0.41785266075103095,-0.007373522610782178,-0.8356447017264433
-0.8861357962111781,-0.27516086525989364,-0.3651284363115392,-0.3370199240889867,-0.07491672779550466,0.16045848827487996,-0.7715651658914368
-0.8702551710169046,-0.33389488649604815,-0.5333104162827254,-0.3470599238484078,-0.1505714173338855,-0.041231118021449874,-0.7246258880890631
-0.4316256320756219,-0.14631839606562502,-0.6730553686150674,-0.24489923970604546,-0.2371536270013374,0.35028362776290956,-1.2138198925303105
-0.8231408211443682,-0.31475418433190944,-0.6210311958562857,-0.3397918610266307,-0.18182644663037173,-0.06771163550466851,-0.7199420338899392
-0.8651693763131656,-0.2558780114954938,-0.47923463661423965,-0.3461856289128497,-0.14383803345648227,0.0328261795870893,-0.6924708534842626
-0.8634310808176934,-0.34837275857290767,-0.5963058736963239,-0.36539534447854133,-0.1943518828310765,-0.1711993017516527,-0.7400762353834549
-0.024172673138738148,0.041049925440010814,-0.962151771245088,-0.1710435337265772,-0.26449742782062813,0.3722453584199206,-0.6882897667587086
-0.7748187784973599,-0.25841304563935624,-0.6294024113853531,-0.2957055823515159,0.030397490450074206,0.15655957895479053,-0.09512752924339994
-0.31607599836875666,-0.23107236311569904,-0.6730910130205146,-0.22269024146406605,-0.16560084254471097,0.397830743610831,-0.958990189812815
-0.22048013838354152,-0.14620238070347502,-0.7698128981833735,-0.19820909963251188,-0.19821010257422772,0.4230686310958779,-0.9724175339806357
-0.22940395075796743,-0.12705329161395124,-0.71585090033352,-0.16463625023195472,-0.041930577176437986,0.6013457300953267,-0.9230571314098632
-0.9110958282915868,-0.2598133602704922,-0.35465908941662394,-0.3421396355876277,-0.08394872673848873,0.14079371986604877,-0.642475709269899
-0.8610704564445301,-0.2517120207150179,-0.4859285329319719,-0.31826407103940696,-0.0814878784397647,0.1437559477275522,-0.6901200655958536
-0.3531040885369667,-0.010736272791412186,-0.5463907731048789,-0.18120465910266723,-0.03543629311889903,0.7358774259700487,-0.8501081682586484
-0.05143199461512799,-0.06423905866675451,-1.0037078668815926,-0.1870904210204269,-0.3047262470942535,0.25344679682191457,-0.8042671129249538
2.0772762133476865,-0.5274081894444537,0.5435336242264603,-0.7239546622043183,-0.40462155165497954,-1.2622196552273615,-0.4858927276599138
1.9419124462311639,-0.55313922668931,0.20820328273443095,-0.619275635087097,-0.25499156902042064,-1.17785969182322,0.38424964665294126
1.9657345768538836,-0.5416052433963571,0.18101162114740219,-0.5813849402968344,-0.1865058668414026,-1.072293861439695,0.673670685092192
1.8329165795556217,-0.38666311809468457,-0.36435595122144554,-0.10929297327297195,0.3154840808895046,0.4254596007486323,1.481155225355575
2.086304282955245,-0.5318926424597632,0.40790745225976693,-0.68852624166672,-0.39962627803431017,-1.2540216477623825,-0.28795197458831934
